資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-052-01	四種相違疏本文	211	53	展	展	如是展轉	如是展轉			3	2	〔朱〕平	上平濁平平							04-15：015	
20-052-01	四種相違疏本文	212	53	轉	轉	如是展轉	如是展轉			4	2	〔朱〕平	上平濁平平							04-15：015	
20-052-01	四種相違疏本文	213	54	生	生	生一大地	生一大地			1	2	〔朱〕去	去入平濁＊							04-16：016	
20-052-01	四種相違疏本文	214	54	一	一	生一大地	生一大地			2	2	〔朱〕入	去入平濁＊							04-16：016	
20-052-01	四種相違疏本文	215	54	大	大	生一大地	生一大地			3	2	〔朱〕平濁	去入平濁＊							04-16：016	
20-052-01	四種相違疏本文	216	55	皆	皆	皆名有多實	皆名有多實			1	2	〔朱〕去	去毘平上入濁							04-16：016	
20-052-01	四種相違疏本文	217	55	名	名	皆名有多實	皆名有多實			2	2	〔朱〕毘	去毘平上入濁							04-16：016	
20-052-01	四種相違疏本文	218	55	有	有	皆名有多實	皆名有多實			3	1	〔朱〕平	去毘平上入濁							04-16：016	
20-052-01	四種相違疏本文	219	55	多	多	皆名有多實	皆名有多實			4	1	〔朱〕上	去毘平上入濁							04-16：016	
20-052-01	四種相違疏本文	220	55	實	實	皆名有多實	皆名有多實			5	2	〔朱〕入濁	去毘平上入濁							04-16：016	
20-052-01	四種相違疏本文	221	56	有	有	有多實囙	有多實囙			1	1	〔朱〕平	平上入濁去							04-16：016	
20-052-01	四種相違疏本文	222	56	多	多	有多實囙	有多實囙			2	1	〔朱〕上	平上入濁去							04-16：016	
20-052-01	四種相違疏本文	223	56	實	實	有多實囙	有多實囙			3	2	〔朱〕入濁	平上入濁去							04-16：016	
20-052-01	四種相違疏本文	224	56	囙	囙	有多實囙	有多實囙			4	2	〔朱〕去	平上入濁去							04-16：016	
20-052-01	四種相違疏本文	225	57	之	之	之㪽生㪽	之㪽生㪽			1	1	〔朱〕上	上平去平							04-16：016	
20-052-01	四種相違疏本文	226	57	㪽	㪽	之㪽生㪽	之㪽生㪽			2	1	〔朱〕平	上平去平							04-17：017	
20-052-01	四種相違疏本文	227	57	生	生	之㪽生㪽	之㪽生㪽			3	2	〔朱〕去	上平去平							04-17：017	
20-052-01	四種相違疏本文	228	57	故	故	之㪽生㪽	之㪽生㪽			4	1	〔朱〕平	上平去平							04-17：017	
20-052-01	四種相違疏本文	229	58	大	大	大有同異	大有同異			1	2	〔朱〕平濁	平濁平去濁平							04-17：017	
20-052-01	四種相違疏本文	230	58	有	有	大有同異	大有同異			2	1	〔朱〕平	平濁平去濁平							04-17：017	
20-052-01	四種相違疏本文	231	58	同	同	大有同異	大有同異			3	2	〔朱〕去濁	平濁平去濁平							04-17：017	
20-052-01	四種相違疏本文	232	58	異	異	大有同異	大有同異			4	1	〔朱〕平	平濁平去濁平							04-17：017	
20-052-01	四種相違疏本文	233	59	能	能	能有諸實	能有諸實			1	2	〔朱〕去	去平上入濁							04-17：017	
20-052-01	四種相違疏本文	234	59	有	有	能有諸實	能有諸實			2	1	〔朱〕平	去平上入濁							04-17：017	
20-052-01	四種相違疏本文	235	59	諸	諸	能有諸實	能有諸實			3	1	〔朱〕上	去平上入濁							04-17：017	
20-052-01	四種相違疏本文	236	59	實	實	能有諸實	能有諸實			4	2	〔朱〕入濁	去平上入濁							04-17：017	
20-052-01	四種相違疏本文	237	60	𡖋	𡖋	𡖋得名爲	𡖋得名為			1	2	〔朱〕入	入入去上							04-17：017	
20-052-01	四種相違疏本文	238	60	得	得	𡖋得名爲	𡖋得名為			2	2	〔朱〕入	入入去上							04-17：017	
20-052-01	四種相違疏本文	239	60	名	名	𡖋得名爲	𡖋得名為			3	2	〔朱〕去	入入去上							04-17：017	
20-052-01	四種相違疏本文	240	60	爲	為	𡖋得名爲	𡖋得名為			4	1	〔朱〕上	入入去上							04-18：018	
20-052-01	四種相違疏本文	241	61	有	有	有無實	有無實			1	1	〔朱〕平	平上入濁							04-18：018	
20-052-01	四種相違疏本文	242	61	無	無	有無實	有無實			2	1	〔朱〕上	平上入濁							04-18：018	
20-052-01	四種相違疏本文	243	61	實	實	有無實	有無實			3	2	〔朱〕入濁	平上入濁							04-18：018	
20-052-01	四種相違疏本文	244	62	有	有	有二實	有二實			1	1	〔朱〕平	平平入濁							04-18：018	
20-052-01	四種相違疏本文	245	62	二	二	有二實	有二實			2	1	〔朱〕平	平平入濁							04-18：018	
20-052-01	四種相違疏本文	246	62	實	實	有二實	有二實			3	2	〔朱〕入濁	平平入濁							04-18：018	
20-052-01	四種相違疏本文	247	63	有	有	有多實	有多實			1	1	〔朱〕平	平上入濁							04-18：018	
20-052-01	四種相違疏本文	248	63	多	多	有多實	有多實			2	1	〔朱〕上	平上入濁							04-18：018	
20-052-01	四種相違疏本文	249	63	實	實	有多實	有多實			3	2	〔朱〕入濁	平上入濁							04-18：018	
20-052-01	四種相違疏本文	250	64	然	然	然此三種	然此三種			1	2	〔朱〕去	去平去平新濁							04-18：018	
20-052-01	四種相違疏本文	251	64	此	此	然此三種	然此三種			2	1	〔朱〕平	去平去平新濁							04-18：018	
20-052-01	四種相違疏本文	252	64	三	三	然此三種	然此三種			3	2	〔朱〕去	去平去平新濁							04-18：018	
20-052-01	四種相違疏本文	253	64	種	種	然此三種	然此三種			4	2	〔朱〕平新濁	去平去平新濁							04-18：018	
20-052-01	四種相違疏本文	254	65	實	實	實等雖有	實等雖有			1	2	〔朱〕入濁	入濁平去平							04-19：019	
20-052-01	四種相違疏本文	255	65	等	等	實等雖有	實等雖有			2	2	〔朱〕平	入濁平去平							04-19：019	
20-052-01	四種相違疏本文	256	65	雖	雖	實等雖有	實等雖有			3	2	〔朱〕去	入濁平去平							04-19：019	
20-052-01	四種相違疏本文	257	65	有	有	實等雖有	實等雖有			4	1	〔朱〕平	入濁平去平							04-19：019	
20-052-01	四種相違疏本文	258	66	功	功	功能各別	功能各別			1	1	〔朱〕毘	毘毘入入濁							04-19：019	
20-052-01	四種相違疏本文	259	66	能	能	功能各別	功能各別			2	2	〔朱〕毘	毘毘入入濁							04-19：019	
20-052-01	四種相違疏本文	260	66	各	各	功能各別	功能各別			3	2	〔朱〕入	毘毘入入濁							04-19：019	
20-052-01	四種相違疏本文	261	66	別	別	功能各別	功能各別			4	2	〔朱〕入濁	毘毘入入濁							04-19：019	
20-052-01	四種相違疏本文	262	67	皆	皆	皆有大有	皆有大有			1	2	〔朱〕去	去平平濁平							04-19：019	
20-052-01	四種相違疏本文	263	67	有	有	皆有大有	皆有大有			2	1	〔朱〕平	去平平濁平							04-19：019	
20-052-01	四種相違疏本文	264	67	大	大	皆有大有	皆有大有			3	2	〔朱〕平濁	去平平濁平							04-19：019	
20-052-01	四種相違疏本文	265	67	有	有	皆有大有	皆有大有			4	1	〔朱〕平	去平平濁平							04-19：019	
20-052-01	四種相違疏本文	266	68	令	令	令躰非無	令躰非無			1	2	〔朱〕去	去平上上							04-19：019	
20-052-01	四種相違疏本文	267	68	躰	躰	令躰非無	令躰非無			2	2	〔朱〕平	去平上上							04-19：019	
20-052-01	四種相違疏本文	268	68	非	非	令躰非無	令躰非無			3	1	〔朱〕上	去平上上							05-02：020	
20-052-01	四種相違疏本文	269	68	無	無	令躰非無	令躰非無			4	1	〔朱〕上	去平上上							05-02：020	
20-052-01	四種相違疏本文	270	69	皆	皆	皆有同異	皆有同異			1	2	〔朱〕去	去平去濁平							05-02：020	
20-052-01	四種相違疏本文	271	69	有	有	皆有同異	皆有同異			2	1	〔朱〕平	去平去濁平							05-02：020	
20-052-01	四種相違疏本文	272	69	同	同	皆有同異	皆有同異			3	2	〔朱〕去濁	去平去濁平							05-02：020	
20-052-01	四種相違疏本文	273	69	異	異	皆有同異	皆有同異			4	1	〔朱〕平	去平去濁平							05-02：020	
20-052-01	四種相違疏本文	274	70	令	令	令三類別	令三類別			1	2	〔朱〕去	去毘平入濁							05-02：020	
20-052-01	四種相違疏本文	275	70	三	三	令三類別	令三類別			2	2	〔朱〕毘	去毘平入濁							05-02：020	
20-052-01	四種相違疏本文	276	70	類	類	令三類別	令三類別			3	2	〔朱〕平	去毘平入濁							05-02：020	
20-052-01	四種相違疏本文	277	70	別	別	令三類別	令三類別			4	2	〔朱〕入濁	去毘平入濁							05-02：020	
20-052-01	四種相違疏本文	278	71	名	名	名有一實	名有一實			1	2	〔朱〕去	去平入入濁							05-02：020	
20-052-01	四種相違疏本文	279	71	有	有	名有一實	名有一實			2	1	〔朱〕平	去平入入濁							05-02：020	
20-052-01	四種相違疏本文	280	71	一	一	名有一實	名有一實			3	2	〔朱〕入	去平入入濁							05-02：020	
20-052-01	四種相違疏本文	281	71	實	實	名有一實	名有一實			4	2	〔朱〕入濁	去平入入濁							05-02：020	
20-052-01	四種相違疏本文	282	72	有	有	有徳業者	有徳業者			1	1	〔朱〕平	平入フ入濁平							05-02：020	
20-052-01	四種相違疏本文	283	72	徳	徳	有徳業者	有徳業者			2	2	〔朱〕入	平入フ入濁平							05-03：021	
20-052-01	四種相違疏本文	284	72	業	業	有徳業者	有徳業者			3	2	〔朱〕フ入濁	平入フ入濁平							05-03：021	
20-052-01	四種相違疏本文	285	72	者	者	有徳業者	有徳業者			4	1	〔朱〕平	平入フ入濁平							05-03：021	
20-052-01	四種相違疏本文	286	73	𡖋	𡖋	𡖋有無有	𡖋有無有			1	2	〔朱〕入	入平上平							05-03：021	
20-052-01	四種相違疏本文	287	73	有	有	𡖋有無有	𡖋有無有			2	1	〔朱〕平	入平上平							05-03：021	
20-052-01	四種相違疏本文	288	73	無	無	𡖋有無有	𡖋有無有			3	1	〔朱〕上	入平上平							05-03：021	
20-052-01	四種相違疏本文	289	73	有	有	𡖋有無有	𡖋有無有			4	1	〔朱〕平	入平上平							05-03：021	
20-052-01	四種相違疏本文	290	74	非	非	非大有也	非大有也			1	1	〔朱〕上	上平濁平上							05-03：021	
20-052-01	四種相違疏本文	291	74	大	大	非大有也	非大有也			2	2	〔朱〕平濁	上平濁平上							05-03：021	
20-052-01	四種相違疏本文	292	74	有	有	非大有也	非大有也			3	1	〔朱〕平	上平濁平上							05-03：021	
20-052-01	四種相違疏本文	293	74	也	也	非大有也	非大有也			4	1	〔朱〕上	上平濁平上							05-03：021	
20-052-01	四種相違疏本文	294	75	若	若	若是大有	若是大有			1	2	〔朱〕入	入平濁平濁平							05-03：021	
20-052-01	四種相違疏本文	295	75	是	是	若是大有	若是大有			2	1	〔朱〕平濁	入平濁平濁平							05-03：021	
20-052-01	四種相違疏本文	296	75	大	大	若是大有	若是大有			3	2	〔朱〕平濁	入平濁平濁平							05-03：021	
20-052-01	四種相違疏本文	297	75	有	有	若是大有	若是大有			4	1	〔朱〕平	入平濁平濁平							05-03：021	
20-052-01	四種相違疏本文	298	76	囙	囙	囙成隨一	囙成随一			1	2	〔朱〕去	去毘濁去濁入							05-04：022	
20-052-01	四種相違疏本文	299	76	成	成	囙成隨一	囙成随一			2	2	〔朱〕毘濁	去毘濁去濁入							05-04：022	
20-052-01	四種相違疏本文	300	76	隨	随	囙成隨一	囙成随一			3	2	〔朱〕去濁	去毘濁去濁入							05-04：022	
20-052-01	四種相違疏本文	301	76	一	一	囙成隨一	囙成随一			4	2	〔朱〕入	去毘濁去濁入							05-04：022	
20-052-01	四種相違疏本文	302	77	同	同	同異非喩	同異非喩			1	2	〔朱〕去濁	去濁平上平							05-04：022	
20-052-01	四種相違疏本文	303	77	異	異	同異非喩	同異非喩			2	1	〔朱〕平	去濁平上平							05-04：022	
20-052-01	四種相違疏本文	304	77	非	非	同異非喩	同異非喩			3	1	〔朱〕上	去濁平上平							05-04：022	
20-052-01	四種相違疏本文	305	77	喩	喩	同異非喩	同異非喩			4	1	〔朱〕平	去濁平上平							05-04：022	
20-052-01	四種相違疏本文	306	78	能	能	能立不成	能立不成			1	2	〔朱〕去	去フ入上毘濁							05-04：022	
20-052-01	四種相違疏本文	307	78	立	立	能立不成	能立不成			2	2	〔朱〕フ入	去フ入上毘濁							05-04：022	
20-052-01	四種相違疏本文	308	78	不	不	能立不成	能立不成			3	1	〔朱〕上	去フ入上毘濁							05-04：022	
20-052-01	四種相違疏本文	309	78	成	成	能立不成	能立不成			4	2	〔朱〕毘濁	去フ入上毘濁							05-04：022	
20-052-01	四種相違疏本文	310	79	如	如	如佛𣳬言	如佛𣳬言			1	1	〔朱〕上	上入濁フ入毘濁							05-04：022	
20-052-01	四種相違疏本文	311	79	佛	佛	如佛𣳬言	如佛𣳬言			2	2	〔朱〕入濁	上入濁フ入毘濁							05-04：022	
20-052-01	四種相違疏本文	312	79	𣳬	𣳬	如佛𣳬言	如佛𣳬言			3	2	〔朱〕フ入	上入濁フ入毘濁							05-04：022	
20-052-01	四種相違疏本文	313	79	言	言	如佛𣳬言	如佛𣳬言			4	2	〔朱〕毘濁	上入濁フ入毘濁							05-04：022	
20-052-01	四種相違疏本文	314	80	有	有	有色有漏	有色有漏			1	1	〔朱〕平	平入平平							05-05：023	
20-052-01	四種相違疏本文	315	80	色	色	有色有漏	有色有漏			2	2	〔朱〕入	平入平平							05-05：023	
20-052-01	四種相違疏本文	316	80	有	有	有色有漏	有色有漏			3	1	〔朱〕平	平入平平							05-05：023	
20-052-01	四種相違疏本文	317	80	漏	漏	有色有漏	有色有漏			4	1	〔朱〕平	平入平平							05-05：023	
20-052-01	四種相違疏本文	318	81	有	有	有漏之有	有漏之有			1	1	〔朱〕平	平平上平							05-05：023	
20-052-01	四種相違疏本文	319	81	漏	漏	有漏之有	有漏之有			2	1	〔朱〕平	平平上平							05-05：023	
20-052-01	四種相違疏本文	320	81	之	之	有漏之有	有漏之有			3	1	〔朱〕上	平平上平							05-05：023	
20-052-01	四種相違疏本文	321	81	有	有	有漏之有	有漏之有			4	1	〔朱〕平	平平上平							05-05：023	
20-052-01	四種相違疏本文	322	82	能	能	能有之法	能有之法			1	2	〔朱〕去	去平上フ入							05-05：023	
20-052-01	四種相違疏本文	323	82	有	有	能有之法	能有之法			2	1	〔朱〕平	去平上フ入							05-05：023	
20-052-01	四種相違疏本文	324	82	之	之	能有之法	能有之法			3	1	〔朱〕上	去平上フ入							05-05：023	
20-052-01	四種相違疏本文	325	82	法	法	能有之法	能有之法			4	2	〔朱〕フ入	去平上フ入							05-05：023	
20-052-01	四種相違疏本文	326	83	能	能	能有㪽有	能有㪽有			1	2	〔朱〕去	去平平平							05-05：023	
20-052-01	四種相違疏本文	327	83	有	有	能有㪽有	能有㪽有			2	1	〔朱〕平	去平平平							05-05：023	
20-052-01	四種相違疏本文	328	83	㪽	㪽	能有㪽有	能有㪽有			3	1	〔朱〕平	去平平平							05-06：024	
20-052-01	四種相違疏本文	329	83	有	有	能有㪽有	能有㪽有			4	1	〔朱〕平	去平平平							05-06：024	
20-052-01	四種相違疏本文	330	84	煩	煩	煩𢙉漏躰	煩𢙉漏躰			1	2	〔朱〕去濁	去濁平平平		＊＊ロタイ					05-06：024	
20-052-01	四種相違疏本文	331	84	𢙉	𢙉	煩𢙉漏躰	煩𢙉漏躰			2	2	〔朱〕平	去濁平平平		＊＊ロタイ					05-06：024	
20-052-01	四種相違疏本文	332	84	漏	漏	煩𢙉漏躰	煩𢙉漏躰			3	1	〔朱〕平	去濁平平平	ロ	＊＊ロタイ					05-06：024	
20-052-01	四種相違疏本文	333	84	躰	躰	煩𢙉漏躰	煩𢙉漏躰			4	2	〔朱〕平	去濁平平平	タイ	＊＊ロタイ					05-06：024	
20-052-01	四種相違疏本文	334	85	猶	猶	猶如大有	猶如大有			1	1	〔朱〕上	上上平濁平	ユ	ユ＊＊＊					05-06：024	
20-052-01	四種相違疏本文	335	85	如	如	猶如大有	猶如大有			2	1	〔朱〕上	上上平濁平		ユ＊＊＊					05-06：024	
20-052-01	四種相違疏本文	336	85	大	大	猶如大有	猶如大有			3	2	〔朱〕平濁	上上平濁平		ユ＊＊＊					05-06：024	
20-052-01	四種相違疏本文	337	85	有	有	猶如大有	猶如大有			4	1	〔朱〕平	上上平濁平		ユ＊＊＊					05-06：024	
